('workclass', ' Private', 0.8628260625007541, 0.8688560722944677, 0.8641534080640602)
('workclass', ' ?', 0.9138832424824022, 0.9234828496042217, 0.9148983585209405)
('workclass', ' Self-emp-inc', 0.7776993741261694, 0.7721518987341772, 0.774038342444793)
('workclass', ' Self-emp-not-inc', 0.8011591015389707, 0.8051181102362205, 0.7946450317192133)
('workclass', ' Federal-gov', 0.7834753237812486, 0.7759562841530054, 0.7683650130039092)
('workclass', ' Local-gov', 0.8338750749900717, 0.8372641509433962, 0.8340181844333266)
('workclass', ' State-gov', 0.8506678013379667, 0.8535564853556485, 0.8490333823228776)
('workclass', ' Never-worked', 1.0, 1.0, 1.0)
('workclass', ' Without-pay', 1.0, 1.0, 1.0)
('education', ' HS-grad', 0.8515008301668802, 0.8672985781990521, 0.853729386586058)
('education', ' Bachelors', 0.8033884684399694, 0.80209324452902, 0.8025535814419041)
('education', ' Assoc-voc', 0.8021057542590219, 0.7961165048543689, 0.7755595944570828)
('education', ' Some-college', 0.8596979926728272, 0.8694158075601375, 0.8610244640334629)
('education', ' 9th', 0.8879437869822484, 0.9423076923076923, 0.9143183549124143)
('education', ' 12th', 0.9309301290609702, 0.9252336448598131, 0.901792048363715)
('education', ' 10th', 0.8889759665621735, 0.9318181818181818, 0.9098930481283424)
('education', ' Masters', 0.7950109271508008, 0.7952522255192879, 0.7951244284779854)
('education', ' Doctorate', 0.7750695282573332, 0.7631578947368421, 0.7685855263157895)
('education', ' 5th-6th', 0.9590336134453781, 0.9571428571428572, 0.9484425349087002)
('education', ' 11th', 0.9624074425669262, 0.9608695652173913, 0.9452538359287658)
('education', ' 7th-8th', 0.9461538461538461, 0.9428571428571428, 0.9222772277227722)
('education', ' Assoc-acdm', 0.8588915628955812, 0.8606965174129353, 0.8493250212352872)
('education', ' 1st-4th', 0.9493754109138723, 0.9743589743589743, 0.9617049617049614)
('education', ' Preschool', 1.0, 1.0, 1.0)
('education', ' Prof-school', 0.8347034644744568, 0.8396946564885496, 0.8366490607453282)
('marital-status', ' Never-married', 0.9634319189884265, 0.9659735349716446, 0.95900689237889)
('marital-status', ' Married-civ-spouse', 0.7528239556692242, 0.752635046113307, 0.7508266836185601)
('marital-status', ' Widowed', 0.9244889189023268, 0.9175824175824175, 0.8899497004453273)
('marital-status', ' Divorced', 0.9120248983133143, 0.9214365881032548, 0.9089202971568359)
('marital-status', ' Married-spouse-absent', 0.9393939393939393, 0.935064935064935, 0.9181469871125044)
('marital-status', ' Separated', 0.9245562130177516, 0.9615384615384616, 0.942684766214178)
('marital-status', ' Married-AF-spouse', 0.4444444444444444, 0.6666666666666666, 0.5333333333333333)
('occupation', ' Other-service', 0.9462861653193979, 0.954954954954955, 0.9379240351462573)
('occupation', ' Prof-specialty', 0.8101973725431928, 0.8098159509202454, 0.8094654321700404)
('occupation', ' Handlers-cleaners', 0.9633288429875767, 0.9618320610687023, 0.9542620865139948)
('occupation', ' ?', 0.9145392739905914, 0.9240837696335078, 0.9155597239927024)
('occupation', ' Transport-moving', 0.8402813935459984, 0.8549382716049383, 0.8374094524632159)
('occupation', ' Sales', 0.80725208694151, 0.811554332874828, 0.8086371315417779)
('occupation', ' Tech-support', 0.8644165678339722, 0.8662420382165605, 0.8617891659208673)
('occupation', ' Exec-managerial', 0.7961075626227505, 0.796044499381953, 0.7960650821415693)
('occupation', ' Adm-clerical', 0.8691689740614871, 0.8809218950064021, 0.8691961048888639)
('occupation', ' Machine-op-inspct', 0.8611798724657822, 0.8872549019607843, 0.8695260351481017)
('occupation', ' Craft-repair', 0.7981551865563461, 0.8154402895054282, 0.7926047955983603)
('occupation', ' Farming-fishing', 0.9029524541060121, 0.9095477386934674, 0.9055304455237081)
('occupation', ' Protective-serv', 0.8524590163934426, 0.8524590163934426, 0.8524590163934426)
('occupation', ' Priv-house-serv', 1.0, 1.0, 1.0)
('occupation', ' Armed-Forces', 1.0, 1.0, 1.0)
('relationship', ' Not-in-family', 0.9089616812170003, 0.9163076923076923, 0.9001633266533066)
('relationship', ' Husband', 0.7516273763633161, 0.7516068052930057, 0.749903657524064)
('relationship', ' Other-relative', 0.9694763256407092, 0.9684684684684685, 0.9602352664997676)
('relationship', ' Own-child', 0.9912376047709279, 0.9911591355599214, 0.988838611487414)
('relationship', ' Unmarried', 0.9586616967146511, 0.9624060150375939, 0.9543150258858036)
('relationship', ' Wife', 0.7432288388098535, 0.7396449704142012, 0.7388222192673358)
('race', ' White', 0.845303207662087, 0.8503951149425287, 0.8460370315829788)
